id,ticket_id,status,category,subject,descripton,created_date,resolved_date,assigned_to,created_at
235,TCK-1235,closed,access,Issue 235 subject,Description of issue 235,9/28/2023,10/5/2023,Bob,11/28/2025 8:26
236,TCK-1236,open,hardware,Issue 236 subject,Description of issue 236,9/9/2023,,Alice,11/28/2025 8:26
237,TCK-1237,resolved,other,Issue 237 subject,Description of issue 237,1/9/2024,1/12/2024,Charlie,11/28/2025 8:26
238,TCK-1238,resolved,other,Issue 238 subject,Description of issue 238,9/5/2024,9/10/2024,Dana,11/28/2025 8:26
239,TCK-1239,closed,network,Issue 239 subject,Description of issue 239,4/11/2023,4/18/2023,Dana,11/28/2025 8:26
240,TCK-1240,resolved,network,Issue 240 subject,Description of issue 240,6/16/2023,6/25/2023,Bob,11/28/2025 8:26
241,TCK-1241,resolved,network,Issue 241 subject,Description of issue 241,1/5/2023,1/12/2023,Charlie,11/28/2025 8:26
242,TCK-1242,resolved,hardware,Issue 242 subject,Description of issue 242,3/29/2023,4/8/2023,Fiona,11/28/2025 8:26
243,TCK-1243,resolved,other,Issue 243 subject,Description of issue 243,5/29/2024,6/3/2024,Charlie,11/28/2025 8:26
244,TCK-1244,open,hardware,Issue 244 subject,Description of issue 244,8/20/2024,,Charlie,11/28/2025 8:26
245,TCK-1245,open,other,Issue 245 subject,Description of issue 245,7/27/2023,,Bob,11/28/2025 8:26
246,TCK-1246,closed,network,Issue 246 subject,Description of issue 246,3/24/2023,3/25/2023,Evan,11/28/2025 8:26
247,TCK-1247,closed,hardware,Issue 247 subject,Description of issue 247,3/1/2024,3/4/2024,Fiona,11/28/2025 8:26
248,TCK-1248,resolved,hardware,Issue 248 subject,Description of issue 248,8/8/2024,8/17/2024,Alice,11/28/2025 8:26
249,TCK-1249,open,network,Issue 249 subject,Description of issue 249,4/29/2023,,Alice,11/28/2025 8:26
250,TCK-1250,closed,network,Issue 250 subject,Description of issue 250,1/26/2023,2/1/2023,Charlie,11/28/2025 8:26
251,TCK-1251,in_progress,software,Issue 251 subject,Description of issue 251,1/5/2023,,Evan,11/28/2025 8:26
252,TCK-1252,in_progress,other,Issue 252 subject,Description of issue 252,9/24/2023,,Evan,11/28/2025 8:26
253,TCK-1253,resolved,access,Issue 253 subject,Description of issue 253,2/6/2023,2/14/2023,Alice,11/28/2025 8:26
254,TCK-1254,closed,access,Issue 254 subject,Description of issue 254,9/15/2024,9/16/2024,Alice,11/28/2025 8:26
255,TCK-1255,resolved,other,Issue 255 subject,Description of issue 255,2/26/2024,2/28/2024,Evan,11/28/2025 8:26
256,TCK-1256,open,other,Issue 256 subject,Description of issue 256,1/30/2023,,Alice,11/28/2025 8:26
257,TCK-1257,closed,software,Issue 257 subject,Description of issue 257,11/2/2024,11/6/2024,Alice,11/28/2025 8:26
258,TCK-1258,closed,other,Issue 258 subject,Description of issue 258,8/3/2023,8/12/2023,Fiona,11/28/2025 8:26
259,TCK-1259,open,hardware,Issue 259 subject,Description of issue 259,8/17/2024,,Bob,11/28/2025 8:26
260,TCK-1260,open,access,Issue 260 subject,Description of issue 260,5/9/2023,,Alice,11/28/2025 8:26
261,TCK-1261,resolved,other,Issue 261 subject,Description of issue 261,9/13/2024,9/22/2024,Evan,11/28/2025 8:26
262,TCK-1262,in_progress,access,Issue 262 subject,Description of issue 262,3/13/2024,,Alice,11/28/2025 8:26
263,TCK-1263,resolved,other,Issue 263 subject,Description of issue 263,6/20/2024,6/28/2024,Charlie,11/28/2025 8:26
264,TCK-1264,closed,other,Issue 264 subject,Description of issue 264,2/21/2023,3/2/2023,Fiona,11/28/2025 8:26
265,TCK-1265,resolved,access,Issue 265 subject,Description of issue 265,7/28/2024,8/4/2024,Bob,11/28/2025 8:26
266,TCK-1266,closed,access,Issue 266 subject,Description of issue 266,7/20/2023,7/23/2023,Fiona,11/28/2025 8:26
267,TCK-1267,open,software,Issue 267 subject,Description of issue 267,11/18/2023,,Fiona,11/28/2025 8:26
268,TCK-1268,resolved,other,Issue 268 subject,Description of issue 268,9/19/2024,9/22/2024,Bob,11/28/2025 8:26
269,TCK-1269,closed,software,Issue 269 subject,Description of issue 269,5/13/2023,5/16/2023,Evan,11/28/2025 8:26
270,TCK-1270,in_progress,network,Issue 270 subject,Description of issue 270,2/25/2024,,Alice,11/28/2025 8:26
271,TCK-1271,closed,hardware,Issue 271 subject,Description of issue 271,3/31/2023,4/3/2023,Bob,11/28/2025 8:26
272,TCK-1272,resolved,hardware,Issue 272 subject,Description of issue 272,9/14/2023,9/21/2023,Charlie,11/28/2025 8:26
273,TCK-1273,closed,network,Issue 273 subject,Description of issue 273,2/20/2023,2/23/2023,Dana,11/28/2025 8:26
274,TCK-1274,closed,network,Issue 274 subject,Description of issue 274,11/7/2023,11/14/2023,Alice,11/28/2025 8:26
275,TCK-1275,resolved,software,Issue 275 subject,Description of issue 275,3/7/2024,3/15/2024,Fiona,11/28/2025 8:26
276,TCK-1276,resolved,access,Issue 276 subject,Description of issue 276,8/2/2024,8/8/2024,Alice,11/28/2025 8:26
277,TCK-1277,closed,software,Issue 277 subject,Description of issue 277,2/17/2024,2/22/2024,Bob,11/28/2025 8:26
278,TCK-1278,closed,hardware,Issue 278 subject,Description of issue 278,10/17/2023,10/27/2023,Alice,11/28/2025 8:26
279,TCK-1279,open,other,Issue 279 subject,Description of issue 279,2/17/2023,,Fiona,11/28/2025 8:26
280,TCK-1280,in_progress,network,Issue 280 subject,Description of issue 280,3/31/2023,,Alice,11/28/2025 8:26
281,TCK-1281,open,network,Issue 281 subject,Description of issue 281,7/14/2023,,Fiona,11/28/2025 8:26
282,TCK-1282,closed,network,Issue 282 subject,Description of issue 282,6/18/2023,6/21/2023,Dana,11/28/2025 8:26
283,TCK-1283,closed,hardware,Issue 283 subject,Description of issue 283,7/15/2024,7/17/2024,Fiona,11/28/2025 8:26
284,TCK-1284,closed,other,Issue 284 subject,Description of issue 284,7/19/2024,7/19/2024,Charlie,11/28/2025 8:26
285,TCK-1285,resolved,hardware,Issue 285 subject,Description of issue 285,3/9/2023,3/11/2023,Charlie,11/28/2025 8:26
286,TCK-1286,closed,hardware,Issue 286 subject,Description of issue 286,9/2/2023,9/7/2023,Fiona,11/28/2025 8:26
287,TCK-1287,resolved,access,Issue 287 subject,Description of issue 287,10/21/2023,10/27/2023,Alice,11/28/2025 8:26
288,TCK-1288,resolved,access,Issue 288 subject,Description of issue 288,1/3/2024,1/10/2024,Evan,11/28/2025 8:26
289,TCK-1289,closed,access,Issue 289 subject,Description of issue 289,12/3/2023,12/4/2023,Evan,11/28/2025 8:26
290,TCK-1290,open,other,Issue 290 subject,Description of issue 290,8/25/2023,,Evan,11/28/2025 8:26
291,TCK-1291,closed,other,Issue 291 subject,Description of issue 291,8/22/2024,9/1/2024,Bob,11/28/2025 8:26
292,TCK-1292,resolved,access,Issue 292 subject,Description of issue 292,9/4/2024,9/12/2024,Bob,11/28/2025 8:26
293,TCK-1293,closed,other,Issue 293 subject,Description of issue 293,2/11/2023,2/15/2023,Fiona,11/28/2025 8:26
294,TCK-1294,resolved,other,Issue 294 subject,Description of issue 294,6/7/2023,6/14/2023,Dana,11/28/2025 8:26
295,TCK-1295,in_progress,software,Issue 295 subject,Description of issue 295,1/23/2023,,Dana,11/28/2025 8:26
296,TCK-1296,open,software,Issue 296 subject,Description of issue 296,7/17/2024,,Bob,11/28/2025 8:26
297,TCK-1297,resolved,software,Issue 297 subject,Description of issue 297,11/7/2024,11/9/2024,Charlie,11/28/2025 8:26
298,TCK-1298,in_progress,hardware,Issue 298 subject,Description of issue 298,3/15/2023,,Charlie,11/28/2025 8:26
299,TCK-1299,resolved,network,Issue 299 subject,Description of issue 299,4/5/2024,4/7/2024,Alice,11/28/2025 8:26
300,TCK-1300,in_progress,hardware,Issue 300 subject,Description of issue 300,5/9/2023,,Charlie,11/28/2025 8:26
301,TCK-1301,in_progress,other,Issue 301 subject,Description of issue 301,10/5/2023,,Charlie,11/28/2025 8:26
302,TCK-1302,resolved,network,Issue 302 subject,Description of issue 302,5/31/2024,5/31/2024,Evan,11/28/2025 8:26
303,TCK-1303,open,hardware,Issue 303 subject,Description of issue 303,1/21/2024,,Alice,11/28/2025 8:26
304,TCK-1304,in_progress,access,Issue 304 subject,Description of issue 304,2/7/2023,,Evan,11/28/2025 8:26
305,TCK-1305,closed,network,Issue 305 subject,Description of issue 305,6/16/2023,6/25/2023,Alice,11/28/2025 8:26
306,TCK-1306,open,access,Issue 306 subject,Description of issue 306,2/14/2024,,Alice,11/28/2025 8:26
307,TCK-1307,closed,other,Issue 307 subject,Description of issue 307,2/14/2024,2/19/2024,Fiona,11/28/2025 8:26
308,TCK-1308,in_progress,access,Issue 308 subject,Description of issue 308,3/12/2023,,Alice,11/28/2025 8:26
309,TCK-1309,in_progress,software,Issue 309 subject,Description of issue 309,1/27/2024,,Dana,11/28/2025 8:26
310,TCK-1310,resolved,hardware,Issue 310 subject,Description of issue 310,8/12/2023,8/13/2023,Evan,11/28/2025 8:26
311,TCK-1311,in_progress,other,Issue 311 subject,Description of issue 311,6/18/2023,,Evan,11/28/2025 8:26
312,TCK-1312,resolved,hardware,Issue 312 subject,Description of issue 312,7/21/2024,7/22/2024,Charlie,11/28/2025 8:26
313,TCK-1313,resolved,access,Issue 313 subject,Description of issue 313,1/19/2024,1/22/2024,Evan,11/28/2025 8:26
314,TCK-1314,open,network,Issue 314 subject,Description of issue 314,1/16/2024,,Fiona,11/28/2025 8:26
315,TCK-1315,closed,network,Issue 315 subject,Description of issue 315,6/8/2024,6/14/2024,Evan,11/28/2025 8:26
316,TCK-1316,resolved,access,Issue 316 subject,Description of issue 316,8/26/2023,9/3/2023,Evan,11/28/2025 8:26
317,TCK-1317,resolved,software,Issue 317 subject,Description of issue 317,3/22/2024,3/23/2024,Bob,11/28/2025 8:26
318,TCK-1318,closed,network,Issue 318 subject,Description of issue 318,9/10/2023,9/11/2023,Dana,11/28/2025 8:26
319,TCK-1319,closed,other,Issue 319 subject,Description of issue 319,1/15/2024,1/21/2024,Alice,11/28/2025 8:26
320,TCK-1320,closed,network,Issue 320 subject,Description of issue 320,7/16/2023,7/24/2023,Charlie,11/28/2025 8:26
321,TCK-1321,resolved,hardware,Issue 321 subject,Description of issue 321,2/23/2023,3/5/2023,Dana,11/28/2025 8:26
322,TCK-1322,open,hardware,Issue 322 subject,Description of issue 322,7/3/2023,,Bob,11/28/2025 8:26
323,TCK-1323,in_progress,access,Issue 323 subject,Description of issue 323,9/7/2024,,Fiona,11/28/2025 8:26
324,TCK-1324,in_progress,access,Issue 324 subject,Description of issue 324,10/19/2024,,Fiona,11/28/2025 8:26
325,TCK-1325,closed,software,Issue 325 subject,Description of issue 325,12/2/2023,12/4/2023,Charlie,11/28/2025 8:26
326,TCK-1326,closed,software,Issue 326 subject,Description of issue 326,8/1/2023,8/4/2023,Dana,11/28/2025 8:26
327,TCK-1327,in_progress,network,Issue 327 subject,Description of issue 327,9/20/2023,,Fiona,11/28/2025 8:26
328,TCK-1328,open,access,Issue 328 subject,Description of issue 328,6/24/2024,,Bob,11/28/2025 8:26
329,TCK-1329,in_progress,software,Issue 329 subject,Description of issue 329,9/21/2023,,Alice,11/28/2025 8:26
330,TCK-1330,closed,software,Issue 330 subject,Description of issue 330,9/15/2024,9/17/2024,Charlie,11/28/2025 8:26
331,TCK-1331,closed,access,Issue 331 subject,Description of issue 331,12/29/2023,1/2/2024,Dana,11/28/2025 8:26
332,TCK-1332,resolved,access,Issue 332 subject,Description of issue 332,10/31/2023,11/4/2023,Charlie,11/28/2025 8:26
333,TCK-1333,closed,network,Issue 333 subject,Description of issue 333,4/16/2023,4/21/2023,Bob,11/28/2025 8:26
334,TCK-1334,in_progress,access,Issue 334 subject,Description of issue 334,10/25/2023,,Evan,11/28/2025 8:26
335,TCK-1335,closed,hardware,Issue 335 subject,Description of issue 335,3/6/2023,3/14/2023,Evan,11/28/2025 8:26
336,TCK-1336,resolved,other,Issue 336 subject,Description of issue 336,1/26/2024,1/29/2024,Dana,11/28/2025 8:26
337,TCK-1337,resolved,access,Issue 337 subject,Description of issue 337,1/3/2023,1/10/2023,Bob,11/28/2025 8:26
338,TCK-1338,closed,hardware,Issue 338 subject,Description of issue 338,12/18/2023,12/21/2023,Fiona,11/28/2025 8:26
339,TCK-1339,resolved,network,Issue 339 subject,Description of issue 339,6/8/2023,6/13/2023,Bob,11/28/2025 8:26
340,TCK-1340,in_progress,network,Issue 340 subject,Description of issue 340,9/22/2024,,Fiona,11/28/2025 8:26
341,TCK-1341,closed,software,Issue 341 subject,Description of issue 341,2/13/2023,2/14/2023,Alice,11/28/2025 8:26
342,TCK-1342,open,software,Issue 342 subject,Description of issue 342,5/6/2023,,Fiona,11/28/2025 8:26
343,TCK-1343,closed,other,Issue 343 subject,Description of issue 343,3/15/2024,3/17/2024,Dana,11/28/2025 8:26
344,TCK-1344,closed,software,Issue 344 subject,Description of issue 344,7/25/2024,7/31/2024,Charlie,11/28/2025 8:26
345,TCK-1345,resolved,network,Issue 345 subject,Description of issue 345,6/8/2024,6/15/2024,Bob,11/28/2025 8:26
346,TCK-1346,closed,hardware,Issue 346 subject,Description of issue 346,9/9/2023,9/11/2023,Alice,11/28/2025 8:26
347,TCK-1347,in_progress,hardware,Issue 347 subject,Description of issue 347,6/2/2024,,Fiona,11/28/2025 8:26
348,TCK-1348,resolved,access,Issue 348 subject,Description of issue 348,1/10/2024,1/17/2024,Evan,11/28/2025 8:26
349,TCK-1349,in_progress,other,Issue 349 subject,Description of issue 349,8/30/2024,,Fiona,11/28/2025 8:26
350,TCK-1350,resolved,software,Issue 350 subject,Description of issue 350,2/24/2023,2/28/2023,Dana,11/28/2025 8:26
351,TCK-1351,open,hardware,Issue 351 subject,Description of issue 351,4/6/2024,,Charlie,11/28/2025 8:26
352,TCK-1352,open,software,Issue 352 subject,Description of issue 352,7/15/2024,,Bob,11/28/2025 8:26
353,TCK-1353,resolved,other,Issue 353 subject,Description of issue 353,3/1/2024,3/9/2024,Fiona,11/28/2025 8:26
354,TCK-1354,resolved,software,Issue 354 subject,Description of issue 354,1/24/2024,1/28/2024,Fiona,11/28/2025 8:26
355,TCK-1355,resolved,network,Issue 355 subject,Description of issue 355,5/14/2023,5/21/2023,Charlie,11/28/2025 8:26
356,TCK-1356,closed,other,Issue 356 subject,Description of issue 356,6/2/2023,6/2/2023,Evan,11/28/2025 8:26
357,TCK-1357,resolved,hardware,Issue 357 subject,Description of issue 357,7/5/2024,7/7/2024,Evan,11/28/2025 8:26
358,TCK-1358,in_progress,other,Issue 358 subject,Description of issue 358,10/2/2023,,Alice,11/28/2025 8:26
359,TCK-1359,resolved,hardware,Issue 359 subject,Description of issue 359,9/10/2023,9/18/2023,Fiona,11/28/2025 8:26
360,TCK-1360,resolved,network,Issue 360 subject,Description of issue 360,7/17/2024,7/17/2024,Fiona,11/28/2025 8:26
361,TCK-1361,open,access,Issue 361 subject,Description of issue 361,10/26/2023,,Alice,11/28/2025 8:26
362,TCK-1362,resolved,access,Issue 362 subject,Description of issue 362,11/23/2023,12/2/2023,Evan,11/28/2025 8:26
363,TCK-1363,open,network,Issue 363 subject,Description of issue 363,4/15/2024,,Fiona,11/28/2025 8:26
364,TCK-1364,resolved,access,Issue 364 subject,Description of issue 364,10/29/2024,11/3/2024,Charlie,11/28/2025 8:26
365,TCK-1365,closed,network,Issue 365 subject,Description of issue 365,1/11/2024,1/18/2024,Alice,11/28/2025 8:26
366,TCK-1366,closed,other,Issue 366 subject,Description of issue 366,7/6/2024,7/6/2024,Charlie,11/28/2025 8:26
367,TCK-1367,closed,other,Issue 367 subject,Description of issue 367,4/16/2024,4/25/2024,Evan,11/28/2025 8:26
368,TCK-1368,resolved,other,Issue 368 subject,Description of issue 368,3/5/2023,3/15/2023,Alice,11/28/2025 8:26
369,TCK-1369,closed,hardware,Issue 369 subject,Description of issue 369,8/8/2024,8/12/2024,Bob,11/28/2025 8:26
370,TCK-1370,closed,network,Issue 370 subject,Description of issue 370,9/1/2024,9/9/2024,Bob,11/28/2025 8:26
371,TCK-1371,closed,software,Issue 371 subject,Description of issue 371,8/6/2023,8/10/2023,Dana,11/28/2025 8:26
372,TCK-1372,closed,network,Issue 372 subject,Description of issue 372,8/26/2024,8/30/2024,Alice,11/28/2025 8:26
373,TCK-1373,in_progress,hardware,Issue 373 subject,Description of issue 373,5/26/2023,,Alice,11/28/2025 8:26
374,TCK-1374,in_progress,access,Issue 374 subject,Description of issue 374,11/19/2023,,Evan,11/28/2025 8:26
375,TCK-1375,open,hardware,Issue 375 subject,Description of issue 375,1/26/2023,,Dana,11/28/2025 8:26
376,TCK-1376,in_progress,network,Issue 376 subject,Description of issue 376,6/28/2023,,Bob,11/28/2025 8:26
377,TCK-1377,closed,software,Issue 377 subject,Description of issue 377,1/25/2024,1/30/2024,Dana,11/28/2025 8:26
378,TCK-1378,closed,hardware,Issue 378 subject,Description of issue 378,11/12/2023,11/18/2023,Charlie,11/28/2025 8:26
379,TCK-1379,resolved,access,Issue 379 subject,Description of issue 379,2/15/2024,2/25/2024,Dana,11/28/2025 8:26
380,TCK-1380,closed,software,Issue 380 subject,Description of issue 380,5/29/2024,5/30/2024,Dana,11/28/2025 8:26
381,TCK-1381,closed,access,Issue 381 subject,Description of issue 381,6/3/2024,6/13/2024,Bob,11/28/2025 8:26
382,TCK-1382,closed,access,Issue 382 subject,Description of issue 382,5/22/2024,5/30/2024,Dana,11/28/2025 8:26
383,TCK-1383,open,hardware,Issue 383 subject,Description of issue 383,3/18/2024,,Charlie,11/28/2025 8:26
384,TCK-1384,open,network,Issue 384 subject,Description of issue 384,1/18/2023,,Charlie,11/28/2025 8:26
385,TCK-1385,open,hardware,Issue 385 subject,Description of issue 385,9/23/2024,,Fiona,11/28/2025 8:26
386,TCK-1386,resolved,hardware,Issue 386 subject,Description of issue 386,6/7/2023,6/15/2023,Charlie,11/28/2025 8:26
387,TCK-1387,resolved,other,Issue 387 subject,Description of issue 387,10/6/2024,10/16/2024,Alice,11/28/2025 8:26
388,TCK-1388,closed,other,Issue 388 subject,Description of issue 388,7/2/2023,7/8/2023,Dana,11/28/2025 8:26
389,TCK-1389,resolved,hardware,Issue 389 subject,Description of issue 389,3/4/2023,3/5/2023,Dana,11/28/2025 8:26
390,TCK-1390,in_progress,hardware,Issue 390 subject,Description of issue 390,2/20/2024,,Bob,11/28/2025 8:26
391,TCK-1391,open,software,Issue 391 subject,Description of issue 391,3/11/2023,,Dana,11/28/2025 8:26
392,TCK-1392,resolved,hardware,Issue 392 subject,Description of issue 392,5/18/2024,5/27/2024,Bob,11/28/2025 8:26
393,TCK-1393,resolved,other,Issue 393 subject,Description of issue 393,8/20/2024,8/21/2024,Fiona,11/28/2025 8:26
394,TCK-1394,closed,software,Issue 394 subject,Description of issue 394,2/27/2024,3/7/2024,Dana,11/28/2025 8:26
395,TCK-1395,closed,access,Issue 395 subject,Description of issue 395,3/23/2024,3/23/2024,Fiona,11/28/2025 8:26
396,TCK-1396,resolved,software,Issue 396 subject,Description of issue 396,10/24/2024,10/28/2024,Dana,11/28/2025 8:26
397,TCK-1397,resolved,software,Issue 397 subject,Description of issue 397,7/25/2024,8/4/2024,Charlie,11/28/2025 8:26
398,TCK-1398,closed,software,Issue 398 subject,Description of issue 398,5/20/2024,5/21/2024,Fiona,11/28/2025 8:26
399,TCK-1399,open,network,Issue 399 subject,Description of issue 399,10/25/2024,,Bob,11/28/2025 8:26
400,TCK-1400,resolved,access,Issue 400 subject,Description of issue 400,7/5/2023,7/11/2023,Alice,11/28/2025 8:26
401,TCK-1401,resolved,hardware,Issue 401 subject,Description of issue 401,7/12/2024,7/18/2024,Evan,11/28/2025 8:26
402,TCK-1402,closed,other,Issue 402 subject,Description of issue 402,6/16/2023,6/20/2023,Charlie,11/28/2025 8:26
403,TCK-1403,closed,software,Issue 403 subject,Description of issue 403,1/24/2023,1/25/2023,Alice,11/28/2025 8:26
404,TCK-1404,in_progress,access,Issue 404 subject,Description of issue 404,4/19/2023,,Charlie,11/28/2025 8:26
405,TCK-1405,closed,network,Issue 405 subject,Description of issue 405,6/4/2024,6/8/2024,Alice,11/28/2025 8:26
406,TCK-1406,closed,other,Issue 406 subject,Description of issue 406,10/1/2024,10/11/2024,Dana,11/28/2025 8:26
407,TCK-1407,in_progress,hardware,Issue 407 subject,Description of issue 407,10/5/2023,,Charlie,11/28/2025 8:26
408,TCK-1408,resolved,network,Issue 408 subject,Description of issue 408,3/6/2023,3/10/2023,Evan,11/28/2025 8:26
409,TCK-1409,in_progress,other,Issue 409 subject,Description of issue 409,6/4/2024,,Bob,11/28/2025 8:26
410,TCK-1410,closed,other,Issue 410 subject,Description of issue 410,8/10/2024,8/20/2024,Dana,11/28/2025 8:26
411,TCK-1411,closed,network,Issue 411 subject,Description of issue 411,11/28/2024,12/3/2024,Fiona,11/28/2025 8:26
412,TCK-1412,closed,software,Issue 412 subject,Description of issue 412,6/7/2023,6/17/2023,Evan,11/28/2025 8:26
413,TCK-1413,closed,network,Issue 413 subject,Description of issue 413,3/2/2023,3/2/2023,Charlie,11/28/2025 8:26
414,TCK-1414,in_progress,software,Issue 414 subject,Description of issue 414,12/23/2023,,Alice,11/28/2025 8:26
415,TCK-1415,resolved,access,Issue 415 subject,Description of issue 415,2/24/2024,2/28/2024,Charlie,11/28/2025 8:26
416,TCK-1416,closed,network,Issue 416 subject,Description of issue 416,2/23/2023,2/23/2023,Charlie,11/28/2025 8:26
417,TCK-1417,closed,software,Issue 417 subject,Description of issue 417,2/1/2024,2/2/2024,Charlie,11/28/2025 8:26
418,TCK-1418,in_progress,other,Issue 418 subject,Description of issue 418,9/8/2023,,Fiona,11/28/2025 8:26
419,TCK-1419,closed,network,Issue 419 subject,Description of issue 419,11/4/2024,11/11/2024,Bob,11/28/2025 8:26
420,TCK-1420,closed,hardware,Issue 420 subject,Description of issue 420,6/20/2023,6/20/2023,Charlie,11/28/2025 8:26
421,TCK-1421,closed,access,Issue 421 subject,Description of issue 421,5/26/2023,5/27/2023,Fiona,11/28/2025 8:26
422,TCK-1422,closed,network,Issue 422 subject,Description of issue 422,10/31/2023,11/5/2023,Evan,11/28/2025 8:26
423,TCK-1423,in_progress,hardware,Issue 423 subject,Description of issue 423,8/25/2024,,Charlie,11/28/2025 8:26
424,TCK-1424,closed,access,Issue 424 subject,Description of issue 424,7/1/2023,7/5/2023,Bob,11/28/2025 8:26
425,TCK-1425,resolved,hardware,Issue 425 subject,Description of issue 425,1/3/2023,1/13/2023,Evan,11/28/2025 8:26
426,TCK-1426,resolved,hardware,Issue 426 subject,Description of issue 426,8/29/2023,9/5/2023,Fiona,11/28/2025 8:26
427,TCK-1427,in_progress,hardware,Issue 427 subject,Description of issue 427,2/3/2024,,Alice,11/28/2025 8:26
428,TCK-1428,resolved,access,Issue 428 subject,Description of issue 428,10/2/2024,10/9/2024,Charlie,11/28/2025 8:26
429,TCK-1429,resolved,access,Issue 429 subject,Description of issue 429,3/28/2023,3/30/2023,Charlie,11/28/2025 8:26
430,TCK-1430,resolved,software,Issue 430 subject,Description of issue 430,9/17/2023,9/22/2023,Charlie,11/28/2025 8:26
431,TCK-1431,resolved,access,Issue 431 subject,Description of issue 431,5/28/2024,6/7/2024,Bob,11/28/2025 8:26
432,TCK-1432,in_progress,software,Issue 432 subject,Description of issue 432,8/28/2023,,Alice,11/28/2025 8:26
433,TCK-1433,open,software,Issue 433 subject,Description of issue 433,8/4/2023,,Bob,11/28/2025 8:26
434,TCK-1434,resolved,other,Issue 434 subject,Description of issue 434,3/11/2024,3/15/2024,Charlie,11/28/2025 8:26
435,TCK-1435,resolved,software,Issue 435 subject,Description of issue 435,4/24/2023,5/2/2023,Dana,11/28/2025 8:26
436,TCK-1436,resolved,other,Issue 436 subject,Description of issue 436,10/17/2024,10/24/2024,Dana,11/28/2025 8:26
437,TCK-1437,in_progress,access,Issue 437 subject,Description of issue 437,1/23/2024,,Fiona,11/28/2025 8:26
438,TCK-1438,resolved,software,Issue 438 subject,Description of issue 438,9/17/2023,9/23/2023,Evan,11/28/2025 8:26
439,TCK-1439,resolved,access,Issue 439 subject,Description of issue 439,5/25/2023,6/3/2023,Bob,11/28/2025 8:26
440,TCK-1440,in_progress,network,Issue 440 subject,Description of issue 440,3/24/2023,,Bob,11/28/2025 8:26
441,TCK-1441,open,access,Issue 441 subject,Description of issue 441,5/3/2024,,Evan,11/28/2025 8:26
442,TCK-1442,resolved,access,Issue 442 subject,Description of issue 442,2/10/2023,2/11/2023,Fiona,11/28/2025 8:26
443,TCK-1443,resolved,software,Issue 443 subject,Description of issue 443,4/7/2023,4/14/2023,Charlie,11/28/2025 8:26
444,TCK-1444,resolved,access,Issue 444 subject,Description of issue 444,5/7/2023,5/13/2023,Evan,11/28/2025 8:26
445,TCK-1445,open,software,Issue 445 subject,Description of issue 445,6/20/2023,,Dana,11/28/2025 8:26
446,TCK-1446,resolved,software,Issue 446 subject,Description of issue 446,6/28/2023,7/6/2023,Fiona,11/28/2025 8:26
447,TCK-1447,resolved,other,Issue 447 subject,Description of issue 447,11/17/2023,11/24/2023,Charlie,11/28/2025 8:26
448,TCK-1448,closed,network,Issue 448 subject,Description of issue 448,5/6/2024,5/7/2024,Charlie,11/28/2025 8:26
449,TCK-1449,closed,other,Issue 449 subject,Description of issue 449,1/27/2024,2/4/2024,Charlie,11/28/2025 8:26
450,TCK-1450,closed,other,Issue 450 subject,Description of issue 450,3/16/2023,3/18/2023,Fiona,11/28/2025 8:26
451,TCK-1451,closed,software,Issue 451 subject,Description of issue 451,6/6/2023,6/8/2023,Fiona,11/28/2025 8:26
452,TCK-1452,open,software,Issue 452 subject,Description of issue 452,3/5/2024,,Evan,11/28/2025 8:26
453,TCK-1453,closed,other,Issue 453 subject,Description of issue 453,4/29/2023,5/5/2023,Charlie,11/28/2025 8:26
454,TCK-1454,closed,other,Issue 454 subject,Description of issue 454,10/17/2024,10/17/2024,Bob,11/28/2025 8:26
455,TCK-1455,closed,access,Issue 455 subject,Description of issue 455,6/19/2023,6/21/2023,Dana,11/28/2025 8:26
456,TCK-1456,open,hardware,Issue 456 subject,Description of issue 456,8/2/2023,,Dana,11/28/2025 8:26
457,TCK-1457,resolved,hardware,Issue 457 subject,Description of issue 457,6/10/2023,6/19/2023,Fiona,11/28/2025 8:26
458,TCK-1458,open,other,Issue 458 subject,Description of issue 458,8/29/2023,,Alice,11/28/2025 8:26
459,TCK-1459,resolved,network,Issue 459 subject,Description of issue 459,6/25/2023,7/5/2023,Evan,11/28/2025 8:26
460,TCK-1460,open,software,Issue 460 subject,Description of issue 460,11/25/2023,,Bob,11/28/2025 8:26
461,TCK-1461,closed,network,Issue 461 subject,Description of issue 461,5/1/2024,5/11/2024,Bob,11/28/2025 8:26
462,TCK-1462,closed,network,Issue 462 subject,Description of issue 462,8/21/2024,8/23/2024,Dana,11/28/2025 8:26
463,TCK-1463,closed,software,Issue 463 subject,Description of issue 463,2/7/2023,2/9/2023,Fiona,11/28/2025 8:26
464,TCK-1464,in_progress,access,Issue 464 subject,Description of issue 464,8/20/2023,,Fiona,11/28/2025 8:26
465,TCK-1465,resolved,access,Issue 465 subject,Description of issue 465,8/5/2024,8/13/2024,Charlie,11/28/2025 8:26
466,TCK-1466,in_progress,other,Issue 466 subject,Description of issue 466,6/26/2023,,Evan,11/28/2025 8:26
467,TCK-1467,resolved,network,Issue 467 subject,Description of issue 467,4/15/2023,4/16/2023,Charlie,11/28/2025 8:26
468,TCK-1468,closed,hardware,Issue 468 subject,Description of issue 468,9/22/2024,9/26/2024,Alice,11/28/2025 8:26
